Description,Link,ArticleURL,ArticleTitle
,https://static01.nyt.com/images/2022/02/05/multimedia/03economy-briefing-clearview-print/03economy-briefing-clearview-thumbWide.jpg?quality=75&auto=webp&disable=upscale,https://www.nytimes.com/2022/02/03/technology/air-force-clearview-ai-glasses.html,Air Force taps Clearview AI to research face-identifying augmented reality glasses.
,https://static01.nyt.com/images/2022/02/03/multimedia/03amazon/03amazon-thumbWide.jpg?quality=75&auto=webp&disable=upscale,https://www.nytimes.com/2022/02/03/technology/amazon-stock-earnings-prime-membership.html,Amazon confronts pandemic costs and raises the price of Prime.
,https://static01.nyt.com/images/2022/02/03/business/03facebook/merlin_163192392_77e3543d-2db1-41c7-b4dc-02f347bd893e-thumbWide.jpg?quality=75&auto=webp&disable=upscale,https://www.nytimes.com/2022/02/03/technology/facebook-meta-challenges.html,6 Reasons Meta Is in Trouble
,https://static01.nyt.com/images/2022/02/02/multimedia/03xp-jettrack-sc-ESP/02xp-jettrack-sc-thumbWide.jpg?quality=75&auto=webp&disable=upscale,https://www.nytimes.com/es/2022/02/03/espanol/elon-musk-jet-tracker.html,Un adolescente rastreaba el paradero del jet de Elon Musk y lo tuiteaba. Luego llegó un mensaje directo
,https://static01.nyt.com/images/2022/02/03/business/03adcrash/03adcrash-thumbWide.jpg?quality=75&auto=webp&disable=upscale,https://www.nytimes.com/2022/02/03/technology/apple-privacy-changes-meta.html,"A Change by Apple Is Tormenting Internet Companies, Especially Meta"
,https://static01.nyt.com/images/2022/02/03/business/03OnTech-BigTech-NL/03OnTech-BigTech-NL-thumbWide.png?quality=75&auto=webp&disable=upscale,https://www.nytimes.com/2022/02/03/technology/big-tech-facebook-earnings.html,What Big Tech’s Riches Mean for Our Future
,https://static01.nyt.com/images/2022/02/03/multimedia/3xp-bezos/3xp-bezos-thumbWide.jpg?quality=75&auto=webp&disable=upscale,https://www.nytimes.com/2022/02/03/world/europe/jeff-bezos-yacht-rotterdam-bridge.html,Rotterdam May Dismantle Part of Bridge for Jeff Bezos’ Superyacht
,https://static01.nyt.com/images/2022/02/02/multimedia/02xp-jettrack-sc/02xp-jettrack-sc-thumbWide.jpg?quality=75&auto=webp&disable=upscale,https://www.nytimes.com/2022/02/03/technology/elon-musk-jet-tracking.html,A Teenager Tracked Elon Musk’s Jet on Twitter. Then Came the Direct Message.
,https://static01.nyt.com/images/2022/02/02/business/02facebook/merlin_154204254_bc4c98b5-70b5-4446-9ff8-ab2dd1db2b4b-thumbWide.jpg?quality=75&auto=webp&disable=upscale,https://www.nytimes.com/2022/02/02/technology/meta-facebook-earnings-metaverse.html,"Meta spent $10 billion on the metaverse in 2021, dragging down profit."
,https://static01.nyt.com/images/2022/02/02/business/02OnTech-SMS-NL/02OnTech-SMS-NL-thumbWide.png?quality=75&auto=webp&disable=upscale,https://www.nytimes.com/2022/02/02/technology/sms-whatsapp.html,Americans Can’t Quit SMS
,https://static01.nyt.com/images/2022/02/03/business/02techfix-illo/02techfix-illo-thumbWide.jpg?quality=75&auto=webp&disable=upscale,https://www.nytimes.com/2022/02/02/technology/personaltech/laser-vacuum-robot-mop.html,"OMG, You’ll Never Believe What the Laser Vacuum Revealed"
,https://static01.nyt.com/images/2022/02/02/business/02times-earnings/merlin_187720779_c72d0434-982d-4c2f-999d-580034db9f93-thumbWide.jpg?quality=75&auto=webp&disable=upscale,https://www.nytimes.com/2022/02/02/business/media/nyt-earnings-q4-2021.html,The Times hits its goal of 10 million subscriptions with the addition of The Athletic.
,https://static01.nyt.com/images/2022/02/01/business/00social-promo/merlin_200685828_1aa070d5-3c74-43d5-b7f1-9a50efd4f066-thumbWide.jpg?quality=75&auto=webp&disable=upscale,https://www.nytimes.com/2022/02/02/technology/google-seznam-antitrust-czech-republic.html,Google Vanquished a Rival in Prague. Payback Could Hurt.
,https://static01.nyt.com/images/2022/02/06/magazine/06mag-screenland/06mag-screenland-thumbWide-v2.jpg?quality=75&auto=webp&disable=upscale,https://www.nytimes.com/2022/02/02/magazine/matt-damon-crypto.html,Why Is Matt Damon Shilling for Crypto?
,https://static01.nyt.com/images/2022/02/02/multimedia/01alphabet-print/01alphabet-thumbWide.jpg?quality=75&auto=webp&disable=upscale,https://www.nytimes.com/2022/02/01/technology/google-alphabet-earnings.html,"Alphabet’s profit increased 36 percent, to $20.64 billion, in the fourth quarter."
,https://static01.nyt.com/images/2022/02/01/business/01OnTech-Facebook-WB-promo/01OnTech-Facebook-WB-promo-thumbWide.png?quality=75&auto=webp&disable=upscale,https://www.nytimes.com/2022/02/01/technology/facebook-experiments.html,The Collateral Damage of Facebook’s Flops
,https://static01.nyt.com/images/2022/02/02/multimedia/01tesla-recall-print/01tesla-recall-thumbWide.jpg?quality=75&auto=webp&disable=upscale,https://www.nytimes.com/2022/02/01/business/tesla-recall.html,Tesla Recalls Cars With Full Self-Driving to Prevent Rolling Stops
,https://static01.nyt.com/images/2022/02/01/business/01roose/31roose-thumbWide.jpg?quality=75&auto=webp&disable=upscale,https://www.nytimes.com/2022/01/31/technology/joe-rogan-spotify-controversy.html,Spotify’s Joe Rogan Problem Isn’t Going Away
